4000	6000	8000	10000	12000	14000	16000	18000	20000	22000	24000	26000	28000	30000	32000	34000	36000	38000	40000	
1.26667	2	3	4.03333	5.1	6.66667	7	8	8.96667	9.33333	10.9	10.7	11	12	13	14.0333	14.2333	17.3333	17.6	
