100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
8.63333	44.4667	116	215.7	291.333	374.067	460.933	506	590.233	691.633	798.9	890.4	961.267	1061.5	1174.07	1294.97	1414.77	1503.73	1620.03	1748.1	1889	2042.83	2132.23	2262.9	2414.63	2566.03	2729.33	2930.77	2992.73	3154.8	3321	3512.33	3663.27	3815.83	3989.57	4172.73	4393.67	4538.73	4707.83	4903.93	
