100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
9.43333	24.8	50.9	79.9667	113.233	146.767	187.6	242.267	280.833	346.033	398.867	476.567	533.267	607.667	687.567	772.467	862.3	953.6	1052.9	1159.47	1269.1	1381.63	1502.4	1620.6	1754.83	1887.83	2022.63	2162.5	2314.63	2470.6	2622.47	2790.07	2955.97	3124.9	3309.1	3484.8	3677.37	3869.03	4066.53	4291.27	
