100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
2.33333	8	16	28.7333	44.7	64.2667	88.7	109.367	135.667	172.967	194.933	243.5	269.133	313.967	356	405.367	459.933	508.333	568.667	625.433	688.067	754.567	823.233	894.433	969.233	1046.07	1125.07	1208.23	1294.07	1383.23	1476.57	1572.83	1667.43	1770.63	1876.87	1983.23	2090.27	2205.3	2323.5	2434.67	
