100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
15.0667	57.7	329.233	461.8	570.733	654.2	762.533	908.667	1138.1	1424.73	1692.87	1982.33	2311.73	2645.07	2995.93	3381.07	3711.4	4155.93	4583.7	5054.77	5492.8	6086.2	6538.3	7352.07	7807.03	8001.47	8580.77	9190.1	9770	10288.9	10754.2	11343.7	11937.6	12519.5	13140.7	13740.1	14339.8	15085.2	15673.4	16314.5	
